"統計表ID","政府統計名","作成期間名","提供統計及び提供分類名","表題","提供周期","調査年月","公開日","小地域属性"
"0003014162","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-3 工業地区編 工業地区別、事業所数ウェイト順による産業細分類別統計","年次","200701-200712","2010-03-23","0"
"0003014163","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-4 工業地区編 工業地区別、出荷額ウェイト順による産業細分類別統計","年次","200701-200712","2010-03-23","0"
"0003031590","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-3 工業地区編 工業地区別、事業所数ウェイト順による産業細分類別統計","年次","200801-200812","2012-12-23","0"
"0003031591","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-4 工業地区編 工業地区別、出荷額ウェイト順による産業細分類別統計","年次","200801-200812","2012-12-23","0"
"0003086692","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-3 工業地区編 工業地区別、事業所数ウェイト順による産業細分類別統計","年次","200901-200912","2012-03-31","0"
"0003086673","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-4 工業地区編 工業地区別、出荷額ウェイト順による産業細分類別統計","年次","200901-200912","2012-03-31","0"
"0003094969","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-3 工業地区編 工業地区別、事業所数ウェイト順による産業細分類別統計","年次","201001-201012","2013-03-31","0"
"0003094970","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-4 工業地区編 工業地区別、出荷額ウェイト順による産業細分類別統計","年次","201001-201012","2013-03-31","0"
"0003097944","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","7-3 工業地区編 工業地区別、事業所数ウェイト順による産業細分類別統計","年次","201201-201212","2014-05-09","0"
"0003097963","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","7-4 工業地区編 工業地区別、出荷額ウェイト順による産業細分類別統計","年次","201201-201212","2014-05-09","0"
"0003092934","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","4-13 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（工業地区別、産業中分類別統計）","年次","200701-200712","2010-03-23","0"
"0003014153","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","4-09 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（産業細分類別統計）","年次","200701-200712","2010-03-23","0"
"0003031579","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","4-9 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（産業細分類別統計）","年次","200801-200812","2012-12-23","0"
"0003085508","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","4-9 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（産業細分類別統計）","年次","200901-200912","2012-03-31","0"
"0003094747","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","4-9 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（産業細分類別統計）","年次","201001-201012","2013-03-31","0"
"0003097855","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","4-9 用地・用水編 事業所数、水源別工業用水量及び用途別工業用水量（産業細分類別統計）","年次","201201-201212","2014-05-09","0"
"0003014206","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成19年工業統計表「概要版」","2-1 産業別統計表（産業細分類別、従業者４人以上の事業所に関する統計表）","年次","200701-200712","2010-03-12","0"
"0003014207","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成19年工業統計表「概要版」","2-2 産業別統計表（産業細分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","年次","200701-200712","2010-03-23","0"
"0003030983","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成20年工業統計表「概要版」","2-1 産業別統計表（産業細分類別、全事業所に関する統計表）","年次","200801-200812","2012-12-23","0"
"0003030941","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成20年工業統計表「概要版」","2-2 産業別統計表（産業細分類別、従業者４人以上の事業所に関する統計表）","年次","200801-200812","2012-12-23","0"
"0003031007","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成20年工業統計表「概要版」","2-3 産業別統計表（産業細分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","年次","200801-200812","2012-12-23","0"
"0003031585","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","4-13 用地・用水編 参考統計表(産業細分類別、工業用水原単位表)","年次","200801-200812","2012-12-23","0"
"0003030834","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成21年工業統計表「概要版」","2-1 産業別統計表（産業細分類別、従業者４人以上の事業所に関する統計表）","年次","200901-200912","2012-12-23","0"
"0003030845","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成21年工業統計表「概要版」","2-2 産業別統計表（産業細分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","年次","200901-200912","2012-12-23","0"
"0003085509","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","4-13 用地・用水編 参考統計表(産業細分類別、工業用水原単位表)","年次","200901-200912","2012-03-31","0"
"0003087850","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成22年工業統計表「概要版」","2-1 産業別統計表（産業細分類別、従業者４人以上の事業所に関する統計表）","年次","201001-201012","2012-03-31","0"
"0003087911","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成22年工業統計表「概要版」","2-2 産業別統計表（産業細分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","年次","201001-201012","2012-03-31","0"
"0003094761","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","4-13 用地・用水編 参考統計表(産業細分類別、工業用水原単位表)","年次","201001-201012","2013-03-31","0"
"0003094400","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成24年工業統計表「概要版」","2-1 産業別統計表（産業細分類別、従業者４人以上の事業所に関する統計表）","年次","201201-201212","2014-01-31","0"
"0003094426","00550010 工業統計調査","00550 経済産業省","工業統計調査 概要版 平成24年工業統計表「概要版」","2-2 産業別統計表（産業細分類別、従業者30人以上の事業所に関する在庫額、有形固定資産額及びリース契約による契約額及び支払額統計表）","年次","201201-201212","2014-01-31","0"
"0003097885","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成24年確報","4-13 用地・用水編 参考統計表(産業細分類別、工業用水原単位表)","年次","201201-201212","2014-05-09","0"
"0003014164","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","2-1 細分類 全国産業細分類別統計","年次","200701-200712","2010-03-23","0"
"0003014165","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","2-2 細分類 経済産業局別産業細分類別統計","年次","200701-200712","2010-03-12","0"
"0003014166","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","2-3 細分類 都道府県別産業細分類別統計","年次","200701-200712","2010-03-23","0"
"0003013867","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-1 品目編 品目別出荷及び事業所数（従業者４人以上の事業所）(平成15年～平成19年)","年次","200701-200712","2010-03-23","0"
"0003013982","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-1 産業編 従業者４人以上の事業所に関する産業別統計","年次","200701-200712","2010-03-23","0"
"0003014181","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-11 企業統計編 企業に関する統計（企業別産出事業所数）　１社２事業所以上を保有する企業","年次","200701-200712","2010-03-23","0"
"0003014182","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-12 企業統計編 事業所に関する統計（産業別、経営組織別、資本金階層別統計）","年次","200701-200712","2010-03-23","0"
"0003014111","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-13 産業編 従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、付加価値額等）","年次","200701-200712","2010-03-23","0"
"0003014183","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-13 企業統計編 事業所に関する統計（品目別、経営組織別、資本金階層別統計）","年次","200701-200712","2010-03-23","0"
"0003014125","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-15 産業編 従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、粗付加価値額等）","年次","200701-200712","2010-03-23","0"
"0003091798","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-17 産業編 (参考統計表)推計を含む全製造事業所に関する統計（産業細分類別）","年次","200701-200712","2010-03-23","0"
"0003091815","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-18 産業編 (参考統計表)推計による従業者３人以下の事業所に関する統計（産業細分類別）","年次","200701-200712","2010-03-23","0"
"0003013983","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-2 産業編 従業者30人以上の事業所に関する産業別統計(事業所数、従業者数及び現金給与総額)","年次","200701-200712","2010-03-23","0"
"0003013869","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-3 品目編 品目別、都道府県別の出荷及び産出事業所数（従業者４人以上の事業所）","年次","200701-200712","2010-03-23","0"
"0003013984","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-3 産業編 従業者30人以上の事業所に関する産業別統計(原材料使用額等、製造品出荷額等、生産額、付加価値額及び粗付加価値額)","年次","200701-200712","2010-03-23","0"
"0003013870","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-4 品目編 品目別、従業者規模別の産出事業所数及び出荷額（従業者４人以上の事業所）","年次","200701-200712","2010-03-23","0"
"0003013985","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-4 産業編 従業者30人以上の事業所に関する産業別統計(在庫額及び有形固定資産額及びリース契約による契約額及び支払額)","年次","200701-200712","2010-03-23","0"
"0003013871","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-5 品目編 品目別出荷における産業別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","200701-200712","2010-03-23","0"
"0003013986","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-5 産業編 従業者４～２９人の事業所に関する産業別統計(事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び粗付加価値額)","年次","200701-200712","2010-03-23","0"
"0003013872","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-6 品目編 産業別出荷における品目別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","200701-200712","2010-03-23","0"
"0003013987","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-6 産業編 従業者４人以上の事業所に関する従業者規模別統計（産業細分類別の事業所数、従業者数等）","年次","200701-200712","2010-03-23","0"
"0003013873","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-7 品目編 品目別在庫及び産出事業所数（従業者30人以上の事業所）","年次","200701-200712","2010-03-23","0"
"0003013874","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","3-8 品目編 品目別の加工賃収入額及び産出事業所数（従業者４人以上の事業所）","年次","200701-200712","2010-03-23","0"
"0003014128","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成19年確報","4-01 用地・用水編 事業所数、従業者数、製造品出荷額等、事業所敷地面積及び建築面積（産業細分類別統計）","年次","200701-200712","2010-03-23","0"
"0003031619","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","2-1 細分類 全国産業細分類別統計","年次","200801-200812","2011-03-31","0"
"0003031620","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","2-2 細分類 経済産業局別産業細分類別統計","年次","200801-200812","2011-03-31","0"
"0003031621","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","2-3 細分類 都道府県別産業細分類別統計","年次","200801-200812","2011-03-31","0"
"0003031052","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-1 品目編 総合統計表（全事業所）","年次","200801-200812","2012-12-23","0"
"0003031404","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-1 産業編 総合統計表（産業細分類別）全事業所","年次","200801-200812","2011-03-31","0"
"0003031653","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-11 企業統計編 企業に関する統計（企業別産出事業所数）　１社２事業所以上を保有する企業","年次","200801-200812","2012-12-23","0"
"0003031353","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-12 品目編 品目別出荷及び産出事業所数（従業者３人以下の事業所）","年次","200801-200812","2012-12-23","0"
"0003031654","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-12 企業統計編 事業所に関する統計（産業別、経営組織別、資本金階層別統計）","年次","200801-200812","2012-12-23","0"
"0003031369","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-13 品目編 品目別の加工賃収入額及び産出事業所数（従業者３人以下の事業所）","年次","200801-200812","2012-12-23","0"
"0003031655","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-13 企業統計編 事業所に関する統計（品目別、経営組織別、資本金階層別統計）","年次","200801-200812","2012-12-23","0"
"0003031540","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-14 産業編 従業者３人以下の事業所に関する統計表(産業細分類別の事業所数、従業者数等)","年次","200801-200812","2012-12-23","0"
"0003031546","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-16 産業編 従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、付加価値額等）","年次","200801-200812","2011-03-31","0"
"0003031548","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-18 産業編 従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、粗付加価値額等）","年次","200801-200812","2012-12-23","0"
"0003031056","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-2 品目編 品目別出荷及び事業所数（従業者４人以上の事業所）(平成16年～平成20年)","年次","200801-200812","2012-12-23","0"
"0003033016","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-2 産業編 従業者４人以上の事業所に関する産業別統計","年次","200801-200812","2012-12-23","0"
"0003031420","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-3 産業編 従業者30人以上の事業所に関する産業別統計(事業所数、従業者数及び現金給与総額)","年次","200801-200812","2012-12-23","0"
"0003031068","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-4 品目編 品目別、都道府県別の出荷及び産出事業所数（従業者４人以上の事業所）","年次","200801-200812","2012-12-23","0"
"0003031422","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-4 産業編 従業者30人以上の事業所に関する産業別統計(原材料使用額等、製造品出荷額等、生産額、付加価値額及び粗付加価値額)","年次","200801-200812","2012-12-23","0"
"0003031077","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-5 品目編 品目別、従業者規模別の産出事業所数及び出荷額（従業者４人以上の事業所）","年次","200801-200812","2012-12-23","0"
"0003031472","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-5 産業編 従業者30人以上の事業所に関する産業別統計(在庫額及び有形固定資産額及びリース契約による契約額及び支払額)","年次","200801-200812","2012-12-23","0"
"0003031083","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-6 品目編 品目別出荷における産業別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","200801-200812","2012-12-23","0"
"0003031477","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-6 産業編 従業者４～２９人の事業所に関する産業別統計(事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び粗付加価値額)","年次","200801-200812","2012-12-23","0"
"0003031140","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-7 品目編 産業別出荷における品目別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","200801-200812","2012-12-23","0"
"0003031516","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-7 産業編 従業者４人以上の事業所に関する従業者規模別統計（産業細分類別の事業所数、従業者数等）","年次","200801-200812","2012-12-23","0"
"0003031152","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-8 品目編 品目別在庫及び産出事業所数（従業者30人以上の事業所）","年次","200801-200812","2012-12-23","0"
"0003031330","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","3-9 品目編 品目別の加工賃収入額及び産出事業所数（従業者４人以上の事業所）","年次","200801-200812","2012-12-23","0"
"0003031570","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成20年確報","4-1 用地・用水編 事業所数、従業者数、製造品出荷額等、事業所敷地面積及び建築面積（産業細分類別統計）","年次","200801-200812","2011-03-31","0"
"0003086652","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","2-1 細分類 全国産業細分類別統計","年次","200901-200912","2012-03-31","0"
"0003086675","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","2-2 細分類 経済産業局別産業細分類別統計","年次","200901-200912","2012-03-31","0"
"0003086637","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","2-3 細分類 都道府県別産業細分類別統計","年次","200901-200912","2012-03-31","0"
"0003079278","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-1 品目編 品目別出荷及び事業所数（従業者４人以上の事業所）(平成17年～平成21年)","年次","200901-200912","2012-03-31","0"
"0003085315","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-1 産業編 従業者４人以上の事業所に関する産業別統計","年次","200901-200912","2012-03-31","0"
"0003085819","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-11 企業統計編 企業に関する統計（企業別産出事業所数）　１社２事業所以上を保有する企業","年次","200901-200912","2012-03-31","0"
"0003085838","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-12 企業統計編 事業所に関する統計（産業別、経営組織別、資本金階層別統計）","年次","200901-200912","2012-03-31","0"
"0003085437","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-13 産業編 従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計(産業細分類別の製造品出荷額等、付加価値額等)","年次","200901-200912","2012-03-31","0"
"0003085781","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-13 企業統計編 事業所に関する統計（品目別、経営組織別、資本金階層別統計）","年次","200901-200912","2012-03-31","0"
"0003085475","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-15 産業編 従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、粗付加価値額等）","年次","200901-200912","2012-03-31","0"
"0003085438","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-17 産業編 (参考統計表)推計を含む全製造事業所に関する統計（産業細分類別）","年次","200901-200912","2012-03-31","0"
"0003085495","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-18 産業編 (参考統計表)推計による従業者３人以下の事業所に関する統計（産業細分類別）","年次","200901-200912","2012-03-31","0"
"0003085350","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-2 産業編 従業者30人以上の事業所に関する産業別統計(事業所数、従業者数及び現金給与総額)","年次","200901-200912","2012-03-31","0"
"0003079460","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-3 品目編 品目別、都道府県別の出荷及び産出事業所数（従業者４人以上の事業所）","年次","200901-200912","2012-03-31","0"
"0003085428","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-3 産業編 従業者30人以上の事業所に関する産業別統計(原材料使用額等、製造品出荷額等、生産額、付加価値額及び粗付加価値額)","年次","200901-200912","2012-03-31","0"
"0003079520","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-4 品目編 品目別、従業者規模別の産出事業所数及び出荷額（従業者４人以上の事業所）","年次","200901-200912","2012-03-31","0"
"0003085351","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-4 産業編 従業者30人以上の事業所に関する産業別統計(在庫額及び有形固定資産額及びリース契約による契約額及び支払額)","年次","200901-200912","2012-03-31","0"
"0003079441","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-5 品目編 品目別出荷における産業別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","200901-200912","2012-03-31","0"
"0003085371","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-5 産業編 従業者４～２９人の事業所に関する産業別統計(事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び粗付加価値額)","年次","200901-200912","2012-03-31","0"
"0003079442","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-6 品目編 産業別出荷における品目別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","200901-200912","2012-03-31","0"
"0003085370","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-6 産業編 従業者４人以上の事業所に関する従業者規模別統計（産業細分類別の事業所数、従業者数等）","年次","200901-200912","2012-03-31","0"
"0003080161","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-7 品目編 品目別在庫及び産出事業所数（従業者30人以上の事業所）","年次","200901-200912","2012-03-31","0"
"0003080181","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","3-8 品目編 品目別の加工賃収入額及び産出事業所数（従業者４人以上の事業所）","年次","200901-200912","2012-03-31","0"
"0003085506","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成21年確報","4-1 用地・用水編 事業所数、従業者数、製造品出荷額等、事業所敷地面積及び建築面積（産業細分類別統計）","年次","200901-200912","2012-03-31","0"
"0003094971","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","2-1 細分類 全国産業細分類別統計","年次","201001-201012","2013-03-31","0"
"0003094972","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","2-2 細分類 経済産業局別産業細分類別統計","年次","201001-201012","2013-03-31","0"
"0003094973","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","2-3 細分類 都道府県別産業細分類別統計","年次","201001-201012","2013-03-31","0"
"0003094597","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-1 品目編 品目別出荷及び事業所数（従業者４人以上の事業所）(平成18年～平成22年)","年次","201001-201012","2013-03-31","0"
"0003094660","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-1 産業編 従業者４人以上の事業所に関する産業別統計","年次","201001-201012","2013-03-31","0"
"0003094805","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-11 企業統計編 企業に関する統計（企業別産出事業所数）　１社２事業所以上を保有する企業","年次","201001-201012","2013-03-31","0"
"0003094806","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-12 企業統計編 事業所に関する統計（産業別、経営組織別、資本金階層別統計）","年次","201001-201012","2013-03-31","0"
"0003094714","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-13 産業編 従業者30人以上の事業所に関する１事業所当たり及び従業者１人当たりの統計(産業細分類別の製造品出荷額等、付加価値額等)","年次","201001-201012","2013-03-31","0"
"0003094807","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-13 企業統計編 事業所に関する統計（品目別、経営組織別、資本金階層別統計）","年次","201001-201012","2013-03-31","0"
"0003094729","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-15 産業編 従業者4～29人の事業所に関する１事業所当たり及び従業者１人当たりの統計（産業細分類別の製造品出荷額等、粗付加価値額等）","年次","201001-201012","2013-03-31","0"
"0003094741","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-17 産業編 (参考統計表)推計を含む全製造事業所に関する統計（産業細分類別）","年次","201001-201012","2013-03-31","0"
"0003094742","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-18 産業編 (参考統計表)推計による従業者３人以下の事業所に関する統計（産業細分類別）","年次","201001-201012","2013-03-31","0"
"0003094689","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-2 産業編 従業者30人以上の事業所に関する産業別統計(事業所数、従業者数及び現金給与総額)","年次","201001-201012","2013-03-31","0"
"0003094599","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-3 品目編 品目別、都道府県別の出荷及び産出事業所数（従業者４人以上の事業所）","年次","201001-201012","2013-03-31","0"
"0003094690","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-3 産業編 従業者30人以上の事業所に関する産業別統計(原材料使用額等、製造品出荷額等、生産額、付加価値額及び粗付加価値額)","年次","201001-201012","2013-03-31","0"
"0003094613","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-4 品目編 品目別、従業者規模別の産出事業所数及び出荷額（従業者４人以上の事業所）","年次","201001-201012","2013-03-31","0"
"0003094691","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-4 産業編 従業者30人以上の事業所に関する産業別統計(在庫額、有形固定資産額及びリース契約による契約額及び支払額)","年次","201001-201012","2013-03-31","0"
"0003094623","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-5 品目編 品目別出荷における産業別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","201001-201012","2013-03-31","0"
"0003094692","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-5 産業編 従業者４～２９人の事業所に関する産業別統計(事業所数、従業者数、現金給与総額、原材料使用額等、製造品出荷額等及び粗付加価値額)","年次","201001-201012","2013-03-31","0"
"0003094624","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-6 品目編 産業別出荷における品目別の産出事業所数及び出荷額（従業者10人以上の事業所）","年次","201001-201012","2013-03-31","0"
"0003094707","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-6 産業編 従業者４人以上の事業所に関する従業者規模別統計（産業細分類別の事業所数、従業者数等）","年次","201001-201012","2013-03-31","0"
"0003094625","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-7 品目編 品目別在庫及び産出事業所数（従業者30人以上の事業所）","年次","201001-201012","2013-03-31","0"
"0003094626","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","3-8 品目編 品目別の加工賃収入額及び産出事業所数（従業者４人以上の事業所）","年次","201001-201012","2013-03-31","0"
"0003094731","00550010 工業統計調査","00550 経済産業省","工業統計調査 確報 平成22年確報","4-1 用地・用水編 事業所数、従業者数、製造品出荷額等、事業所敷地面積及び建築面積（産業細分類別統計）","年次","201001-201012","2013-03-31","0"
