"統計表ID","政府統計名","作成期間名","提供統計及び提供分類名","表題","提供周期","調査年月","公開日","小地域属性"
"0003058223","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成21年企業活動基本調査確報－平成20年度実績－","3-1 統計表（第３巻）〔総括表〕　第1表　産業別、企業数、事業所数、従業者数、資産、負債及び純資産、売上高、売上総利益、営業費用、営業利益、経常利益、当期純利益、付加価値、子会社・関連会社数","年次","200901-200912","2011-03-31","0"
"0003058224","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成21年企業活動基本調査確報－平成20年度実績－","3-2 統計表（第３巻）〔子会社・関連会社の状況に関する表〕　第2表　産業別、子会社・関連会社保有の企業数、議決権所有割合別、国内・海外別、子会社業種別社数","年次","200901-200912","2011-03-31","0"
"0003058225","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成21年企業活動基本調査確報－平成20年度実績－","3-3 統計表（第３巻）〔子会社・関連会社の状況に関する表〕　第3表　産業別、海外子会社・関連会社保有の企業数、議決権所有割合別、地域別、子会社業種別社数","年次","200901-200912","2011-03-31","0"
"0003058229","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成21年企業活動基本調査確報－平成20年度実績－","3-7 統計表（第３巻）〔親会社を有する企業に関する表〕　第7表　産業別、親会社業種別、議決権所有割合別、国内・海外別社数","年次","200901-200912","2011-03-31","0"
"0003058230","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成21年企業活動基本調査確報－平成20年度実績－","3-8 統計表（第３巻）〔親会社を有する企業に関する表〕　第8表　産業別、親会社業種別、親会社の経営形態別、連結対象関係別の企業数","年次","200901-200912","2011-03-31","0"
"0003059039","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","1-1 統計表（第１巻）〔総括表〕　第1表　産業別、企業数、事業所数、従業者数、資産、負債及び純資産、売上高、売上総利益、営業費用、営業利益、経常利益、当期純利益、付加価値額、子会社・関連会社数","年次","201001-201012","2012-03-31","0"
"0003059040","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","1-2 統計表（第１巻）〔総括表〕　第2表　産業別、従業者規模別、資本金規模別、企業数、総資産、売上高、付加価値額","年次","201001-201012","2012-03-31","0"
"0003059041","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","1-3-1 統計表（第１巻）〔資産・負債及び純資産並びに固定資産の取得・除却に関する表〕　第3-1表　産業別、資本金規模別、企業数、売上高、経常利益、資産、負債及び純資産、剰余金の配当状況","年次","201001-201012","2012-03-31","0"
"0003059042","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","1-3-2 統計表（第１巻）〔資産・負債及び純資産並びに固定資産の取得・除却に関する表〕　第3-2表　産業別、資本金規模別、企業数、固定資産の当期取得額・除却額","年次","201001-201012","2012-03-31","0"
"0003059043","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","1-4 統計表（第１巻）〔事業内容に関する表〕　第4表　産業別、資本金規模別、企業数、売上高、経常利益、当期純利益、付加価値額、営業費用、営業利益、営業外収益、営業外費用","年次","201001-201012","2012-03-31","0"
"0003059044","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","1-5 統計表（第１巻）〔設立年別及び事業組織に関する表〕　第5表　産業別、設立形態別、設立年別企業数","年次","201001-201012","2012-03-31","0"
"0003059211","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","2-2 統計表（第２巻）〔事業の多角化に関する表〕　第2表　産業別、事業形態別、企業数、部門別売上高、営業費用、支払リース料、営業利益、営業外収益、営業外費用、経常利益、当期純利益、付加価値額","年次","201001-201012","2012-03-31","0"
"0003059212","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","2-4 統計表（第２巻）〔企業間の関連及び海外取引に関する表〕　第4表　産業別、従業者規模別、企業数、売上高及びモノの輸出額、売上原価、仕入高及びモノの輸入額","年次","201001-201012","2012-03-31","0"
"0003059218","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","2-8 統計表（第２巻）〔子会社・関連会社の状況に関する表〕　第8表　産業別、事業形態別、子会社・関連会社保有企業数、議決権所有割合別、国内・海外別、子会社・関連会社数","年次","201001-201012","2012-03-31","0"
"0003059411","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","3-2 統計表（第３巻）〔子会社・関連会社の状況に関する表〕　第2表　産業別、子会社・関連会社保有の企業数、議決権所有割合別、国内・海外別、子会社業種別社数","年次","201001-201012","2012-03-31","0"
"0003059412","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","3-3 統計表（第３巻）〔子会社・関連会社の状況に関する表〕　第3表　産業別、海外子会社・関連会社保有の企業数、議決権所有割合別、地域別、子会社業種別社数","年次","201001-201012","2012-03-31","0"
"0003059416","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","3-7 統計表（第３巻）〔親会社を有する企業に関する表〕　第7表　産業別、親会社業種別、議決権所有割合別、国内・海外別社数","年次","201001-201012","2012-03-31","0"
"0003059417","00550100 経済産業省企業活動基本調査","00550 経済産業省","経済産業省企業活動基本調査 統計表一覧－確報（データ） 平成22年企業活動基本調査確報－平成21年度実績－","3-8 統計表（第３巻）〔親会社を有する企業に関する表〕　第8表　産業別、親会社業種別、親会社の経営形態別、連結対象関係別の企業数","年次","201001-201012","2012-03-31","0"
"0003014215","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-15 確報 指定生産品目別統計　紙・化繊・石油・硝子　直接投入エネルギー表 年計","月次","200901","2010-03-22","0"
"0003031849","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年1月","月次","201001","2011-03-31","0"
"0003064654","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年1月","月次","201101","2012-03-31","0"
"0003014222","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-16 確報 指定生産品目別統計　紙・化繊・石油・硝子　一次投入燃料換算表 年計","月次","200901","2010-03-22","0"
"0003031850","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年1月","月次","201001","2011-03-31","0"
"0003064655","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年1月","月次","201101","2012-03-31","0"
"0003014216","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-17 確報 指定生産品目別統計　化学 年計","月次","200901","2010-03-22","0"
"0003031851","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-17 確報 化学　指定生産品目別統計 2010年1月","月次","201001","2011-03-31","0"
"0003064656","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-17 確報 化学　指定生産品目別統計 2011年1月","月次","201101","2012-03-31","0"
"0003032279","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年10月","月次","201010","2011-03-31","0"
"0003067968","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年10月","月次","201110","2012-03-31","0"
"0003032280","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年10月","月次","201010","2011-03-31","0"
"0003067969","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年10月","月次","201110","2012-03-31","0"
"0003032281","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-17 確報 化学　指定生産品目別統計 2010年10月","月次","201010","2011-03-31","0"
"0003067970","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-17 確報 化学　指定生産品目別統計 2011年10月","月次","201110","2012-03-31","0"
"0003032783","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年11月","月次","201011","2011-03-31","0"
"0003068160","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年11月","月次","201111","2012-03-31","0"
"0003032784","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年11月","月次","201011","2011-03-31","0"
"0003068161","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年11月","月次","201111","2012-03-31","0"
"0003032785","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-17 確報 化学　指定生産品目別統計 2010年11月","月次","201011","2011-03-31","0"
"0003068162","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-17 確報 化学　指定生産品目別統計 2011年11月","月次","201111","2012-03-31","0"
"0003032809","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年12月","月次","201012","2011-03-31","0"
"0003069118","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年12月","月次","201112","2012-03-31","0"
"0003032810","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年12月","月次","201012","2011-03-31","0"
"0003069119","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年12月","月次","201112","2012-03-31","0"
"0003032811","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-17 確報 化学　指定生産品目別統計 2010年12月","月次","201012","2011-03-31","0"
"0003069120","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-17 確報 化学　指定生産品目別統計 2011年12月","月次","201112","2012-03-31","0"
"0003014261","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-15 確報 指定生産品目別統計　紙・化繊・石油・硝子　直接投入エネルギー表 12月","月次","200901","2009-05-01","0"
"0003031898","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年2月","月次","201002","2011-03-31","0"
"0003065668","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年2月","月次","201102","2012-03-31","0"
"0003014262","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-16 確報 指定生産品目別統計　紙・化繊・石油・硝子　一次投入燃料換算表 12月","月次","200901","2009-05-01","0"
"0003031905","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年2月","月次","201002","2011-03-31","0"
"0003065669","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年2月","月次","201102","2012-03-31","0"
"0003014263","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-17 確報 指定生産品目別統計　化学 12月","月次","200901","2009-05-01","0"
"0003031906","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-17 確報 化学　指定生産品目別統計 2010年2月","月次","201002","2011-03-31","0"
"0003065670","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-17 確報 化学　指定生産品目別統計 2011年2月","月次","201102","2012-03-31","0"
"0003031931","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","3-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年3月","月次","201003","2011-03-31","0"
"0003066029","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","3-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年3月","月次","201103","2012-03-31","0"
"0003031932","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","3-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年3月","月次","201003","2011-03-31","0"
"0003066030","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","3-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年3月","月次","201103","2012-03-31","0"
"0003031933","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","3-17 確報 化学　指定生産品目別統計 2010年3月","月次","201003","2011-03-31","0"
"0003066031","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","3-17 確報 化学　指定生産品目別統計 2011年3月","月次","201103","2012-03-31","0"
"0003031963","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","4-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年4月","月次","201004","2011-03-31","0"
"0003066249","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","4-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年4月","月次","201104","2012-03-31","0"
"0003031964","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","4-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年4月","月次","201004","2011-03-31","0"
"0003066250","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","4-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年4月","月次","201104","2012-03-31","0"
"0003031965","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","4-17 確報 化学　指定生産品目別統計 2010年4月","月次","201004","2011-03-31","0"
"0003066251","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","4-17 確報 化学　指定生産品目別統計 2011年4月","月次","201104","2012-03-31","0"
"0003032023","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","5-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年5月","月次","201005","2011-03-31","0"
"0003066514","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","5-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年5月","月次","201105","2012-03-31","0"
"0003032024","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","5-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年5月","月次","201005","2011-03-31","0"
"0003066515","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","5-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年5月","月次","201105","2012-03-31","0"
"0003032025","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","5-17 確報 化学　指定生産品目別統計 2010年5月","月次","201005","2011-03-31","0"
"0003066516","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","5-17 確報 化学　指定生産品目別統計 2011年5月","月次","201105","2012-03-31","0"
"0003032104","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","6-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年6月","月次","201006","2011-03-31","0"
"0003066692","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","6-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年6月","月次","201106","2012-03-31","0"
"0003032105","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","6-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年6月","月次","201006","2011-03-31","0"
"0003066693","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","6-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年6月","月次","201106","2012-03-31","0"
"0003032106","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","6-17 確報 化学　指定生産品目別統計 2010年6月","月次","201006","2011-03-31","0"
"0003066694","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","6-17 確報 化学　指定生産品目別統計 2011年6月","月次","201106","2012-03-31","0"
"0003032163","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","7-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年7月","月次","201007","2011-03-31","0"
"0003067128","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","7-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年7月","月次","201107","2012-03-31","0"
"0003032164","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","7-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年7月","月次","201007","2011-03-31","0"
"0003067129","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","7-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年7月","月次","201107","2012-03-31","0"
"0003032165","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","7-17 確報 化学　指定生産品目別統計 2010年7月","月次","201007","2011-03-31","0"
"0003067130","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","7-17 確報 化学　指定生産品目別統計 2011年7月","月次","201107","2012-03-31","0"
"0003032223","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","8-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年8月","月次","201008","2011-03-31","0"
"0003032224","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","8-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年8月","月次","201008","2011-03-31","0"
"0003032225","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","8-17 確報 化学　指定生産品目8統計 2010年8月","月次","201008","2011-03-31","0"
"0003032252","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","9-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2010年9月","月次","201009","2011-03-31","0"
"0003067408","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","9-15 確報 紙・化繊・石油・硝子(直接投入エネルギー表) 2011年9月","月次","201109","2012-03-31","0"
"0003032253","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","9-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2010年9月","月次","201009","2011-03-31","0"
"0003067409","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","9-16 確報 紙・化繊・石油・硝子(一次投入燃料換算表) 2011年9月","月次","201109","2012-03-31","0"
"0003032254","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","9-17 確報 化学　指定生産品目別統計 2010年9月","月次","201009","2011-03-31","0"
"0003067410","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","9-17 確報 化学　指定生産品目別統計 2011年9月","月次","201109","2012-03-31","0"
"0003095455","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-21 年報 指定生産品目別（紙・化繊・石油・ガラス） 平成24(2012)年","年次","201201-201212","2014-03-31","0"
"0003096996","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-21 年報 指定生産品目別（紙・化繊・石油・ガラス） 平成23(2011)年","年次","201101-201112","2013-03-31","0"
"0003098173","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-21 年報 指定生産品目別（紙・化繊・石油・ガラス） 平成25(2013)年","年次","201301-201312","2014-07-14","0"
"0003100324","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-21 年報 指定生産品目別（紙・化繊・石油・ガラス） 平成22(2010)年","年次","201001-201012","2012-03-31","0"
"0003101109","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-21 年報 指定生産品目別（紙・化繊・石油・ガラス） 平成21(2009)年","年次","200901-200912","2012-03-31","0"
"0003095476","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-22 年報 指定生産品目別（化学） 平成24(2012)年","年次","201201-201212","2014-03-31","0"
"0003096997","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-22 年報 指定生産品目別（化学） 平成23(2011)年","年次","201101-201112","2013-03-31","0"
"0003098174","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-22 年報 指定生産品目別（化学） 平成25(2013)年","年次","201301-201312","2014-07-14","0"
"0003100347","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-22 年報 指定生産品目別（化学） 平成22(2010)年","年次","201001-201012","2012-03-31","0"
"0003101110","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 年報","1-22 年報 指定生産品目別（化学） 平成21(2009)年","年次","200901-200912","2012-03-31","0"
"0003014219","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-20 確報 指定生産品目別統計　非鉄 年計","月次","200901","2010-03-22","0"
"0003031854","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-20 確報 非鉄　指定生産品目別統計 2010年1月","月次","201001","2011-03-31","0"
"0003064659","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","1-20 確報 非鉄　指定生産品目別統計 2011年1月","月次","201101","2012-03-31","0"
"0003032284","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-20 確報 非鉄　指定生産品目別統計 2010年10月","月次","201010","2011-03-31","0"
"0003067973","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","10-20 確報 非鉄　指定生産品目別統計 2011年10月","月次","201110","2012-03-31","0"
"0003032788","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-20 確報 非鉄　指定生産品目別統計 2010年11月","月次","201011","2011-03-31","0"
"0003068165","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","11-20 確報 非鉄　指定生産品目別統計 2011年11月","月次","201111","2012-03-31","0"
"0003032814","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-20 確報 非鉄　指定生産品目別統計 2010年12月","月次","201012","2011-03-31","0"
"0003069123","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","12-20 確報 非鉄　指定生産品目別統計 2011年12月","月次","201112","2012-03-31","0"
"0003014266","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-20 確報 指定生産品目別統計　非鉄 12月","月次","200901","2009-05-01","0"
"0003031909","00550210 経済産業省特定業種石油等消費動態統計調査","00550 経済産業省","経済産業省特定業種石油等消費統計 確報","2-20 確報 非鉄　指定生産品目別統計 2010年2月","月次","201002","2011-03-31","0"
